"name","icao","iata","coordinates","cityName","countryName","airport"
,"LEVC","VLC","39.489444 -0.481667","Valencia","Spain","http://fr.dbpedia.org/resource/Aéroport_de_Valence"
,"LEVD","VLL","41.706111 -4.851944","Villanubla","Spain","http://fr.dbpedia.org/resource/Aéroport_de_Valladolid"
,"LEXJ","SDR","43.426944 -3.82","Santander, Cantabria","Spain","http://fr.dbpedia.org/resource/Aéroport_de_Santander"
,"LBPD","PDV","42.077543 24.840691","Plovdiv","Bulgaria","http://fr.dbpedia.org/resource/Aéroport_de_Plovdiv"
,"AGGH","HIR","-9.428 160.054789","Honiara","Solomon Islands","http://fr.dbpedia.org/resource/Aéroport_international_de_Honiara"
,"LBBG","BOJ","42.531579 27.497063","Burgas","Bulgaria","http://fr.dbpedia.org/resource/Aéroport_de_Bourgas"
,"LBWN","VAR","43.2382 27.827682","Varna (disambiguation)","Bulgaria","http://fr.dbpedia.org/resource/Aéroport_de_Varna"
,"LBWN","VAR","43.2382 27.827682","Aksakovo","Bulgaria","http://fr.dbpedia.org/resource/Aéroport_de_Varna"
,"VEMR","DMU","25.88388888888889 93.0","Dimapur","India","http://fr.dbpedia.org/resource/Aéroport_de_Dimapur"
,"NLWW","WLS","-13.238333333333333 176.0","Mata-Utu",,"http://fr.dbpedia.org/resource/Aérodrome_de_Wallis_Hihifo"
,"LSGN","QNC","46.957454 6.86476",,"Switzerland","http://fr.dbpedia.org/resource/Aéroport_de_Neuchâtel"
,"NLWF","FUT","-14.311666666666667 178.0",,,"http://fr.dbpedia.org/resource/Aérodrome_de_Futuna_Pointe_Vele"
,"UKLL","LWO","49.8125 23.956111","Lviv","Geography of Ukraine","http://fr.dbpedia.org/resource/Aéroport_international_de_Lviv"
,"UKKK","IEV","50.401694 30.449697","Kiev","Ukraine","http://fr.dbpedia.org/resource/Aéroport_international_de_Kiev"
,"LBRS","ROU","43.694806 26.056722","Ruse, Bulgaria","Bulgaria","http://fr.dbpedia.org/resource/Aéroport_de_Roussé"
,"LBSZ","SZR","42.376667 25.655195","Stara Zagora","Bulgaria","http://fr.dbpedia.org/resource/Aéroport_de_Stara_Zagora"
,"KSMF","SMF","38.695556 -121.590833","Sacramento, California",,"http://fr.dbpedia.org/resource/Aéroport_international_de_Sacramento"
,"LZSL","SLD","48.64388888888889 19.13361111111111","Banská Bystrica",,"http://fr.dbpedia.org/resource/Aéroport_de_Sliač"
,"LZSL","SLD","48.64388888888889 19.13361111111111","Zvolen",,"http://fr.dbpedia.org/resource/Aéroport_de_Sliač"
,"LZSL","SLD","48.64388888888889 19.13361111111111","Sliač",,"http://fr.dbpedia.org/resource/Aéroport_de_Sliač"
,"LZZI","ILZ","49.23138888888889 18.613333333333333","Žilina","Slovakia","http://fr.dbpedia.org/resource/Aéroport_de_Žilina"
,"HLLB","BEN","32.095282 20.26872","Benghazi","Libya","http://fr.dbpedia.org/resource/Aéroport_international_de_Benina"
,"MHTG","TGU","14.060883 -87.217197","Tegucigalpa","Honduras","http://fr.dbpedia.org/resource/Aéroport_international_de_Toncontín"
,"DRZA","AJY","16.96599722222222 8.000113888888889","Agadez","Niger","http://fr.dbpedia.org/resource/Aéroport_international_Mano_Dayak"
,"HETB","TCP","29.587778 34.778056","Taba","Egypt","http://fr.dbpedia.org/resource/Aéroport_international_de_Taba"
,"ZUJZ","JZH","32.854166666666664 103.0",,"China","http://fr.dbpedia.org/resource/Aéroport_de_Jiuzhai_Huanglong"
,"RJCH","HKD","41.77 140.821944","Hakodate, Hokkaidō","Japan","http://fr.dbpedia.org/resource/Aéroport_de_Hakodate"
,"LUKK","KIV","46.935444 28.934967","Chişinău","Moldova","http://fr.dbpedia.org/resource/Aéroport_international_de_Chișinău"
,"LFOU","CET","47.081944444444446 -0.8772222222222222","Cholet","France","http://fr.dbpedia.org/resource/Aérodrome_de_Cholet_-_Le_Pontreau"
,"SASA","SLA","-24.844361 -65.478694","Salta","Argentina","http://fr.dbpedia.org/resource/Aéroport_international_Martín_Miguel_de_Güemes"
,"LHPP","PEV","45.980949 18.23926","Pécs","Hungary","http://fr.dbpedia.org/resource/Aéroport_international_de_Pécs-Pogány"
,"SAWG","RGL","-51.608611 -69.3125",,"Argentina","http://fr.dbpedia.org/resource/Aéroport_international_Piloto_Civil_Norberto_Fernández"
,"WSSL","XSP","1.416944 103.867778","Singapore","Singapore","http://fr.dbpedia.org/resource/Aéroport_Seletar_(Singapour)"
,"LVGZ","GZA","31.24639 34.27611","Gaza Strip",,"http://fr.dbpedia.org/resource/Aéroport_international_Yasser_Arafat"
,"CZBM","ZBM","45.290833 -72.741944","Bromont, Quebec","Canada","http://fr.dbpedia.org/resource/Aéroport_Roland-Désourdy"
,"CZBM","ZBM","45.290833 -72.741944","Quebec","Canada","http://fr.dbpedia.org/resource/Aéroport_Roland-Désourdy"
,"RJBE","UKB","34.632778 135.223889","Kobe",,"http://fr.dbpedia.org/resource/Aéroport_de_Kōbe"
,"DIAP","ABJ","5.259427 -3.92684","Abidjan","Côte d'Ivoire","http://fr.dbpedia.org/resource/Aéroport_international_Félix-Houphouët-Boigny"
,"TNCS","SAB","17.645555555555557 -63.220555555555556","Saba",,"http://fr.dbpedia.org/resource/Aéroport_Juancho_E._Yrausquin"
,"BGQQ","NAQ","77.488611 -69.388611","Qaanaaq",,"http://fr.dbpedia.org/resource/Aéroport_de_Qaanaaq"
,"BGUQ","JUV","77.488611 -69.388611","Upernavik",,"http://fr.dbpedia.org/resource/Aéroport_d'Upernavik"
,"EGTK","OXF","51.836944 -1.32","Oxford",,"http://fr.dbpedia.org/resource/Aéroport_d'Oxford_Kidlington"
,"ENKR","KKN","69.725 29.887778","Kirkenes","Norway","http://fr.dbpedia.org/resource/Aéroport_de_Kirkenes"
,"OIHR","AJK","34.0817 49.505",,"Iran","http://fr.dbpedia.org/resource/Aéroport_international_Arak"
,"CYCL","YCL","47.990927 -66.331029","Charlo, New Brunswick","Canada","http://fr.dbpedia.org/resource/Aéroport_de_Charlo"
,"ENSB","LYR","78.1446 15.2756","Longyearbyen","Norway","http://fr.dbpedia.org/resource/Aéroport_de_Longyearbyen"
,"VTSM","USM","9.547778 100.062222","Ko Samui","Thailand","http://fr.dbpedia.org/resource/Aéroport_international_de_Ko_Samui"
,"EEKE","URE","58.229722 22.509444","Kuressaare","Estonia","http://fr.dbpedia.org/resource/Aéroport_de_Kuressaare"
,"SPJL","JUL","-15.466944 -70.158056",,"Peru","http://fr.dbpedia.org/resource/Aéroport_international_Inca_Manco_Cápac"
,"SANL","IRJ","-29.381389 -66.795833","La Rioja (Spain)","Argentina","http://fr.dbpedia.org/resource/Aéroport_Capitán_Vicente_Almandos_Almonacid"
,"SAVN","OES","-40.751111 -65.034167","San Antonio Oeste","Argentina","http://fr.dbpedia.org/resource/Aéroport_Antonie_De_Saint_Exupery"
"Brussels South Charleroi Airport","EBCI","CRL","50.460044 4.455428","Brussels",,"http://fr.dbpedia.org/resource/Aéroport_de_Charleroi_Bruxelles-Sud"
"Brussels South Charleroi Airport","EBCI","CRL","50.460044 4.455428","Charleroi",,"http://fr.dbpedia.org/resource/Aéroport_de_Charleroi_Bruxelles-Sud"
,"LFMN","NCE","43.665559 7.214606","Nice",,"http://fr.dbpedia.org/resource/Aéroport_de_Nice-Côte_d'Azur"
"Hercílio Luz International Airport","SBFL","FLN","-27.667148 -48.548305","Florianópolis","Brazil","http://fr.dbpedia.org/resource/Aéroport_international_Hercílio_Luz"
"Afonso Pena International Airport","SBCT","CWB","-25.529082 -49.17695","Curitiba","Brazil","http://fr.dbpedia.org/resource/Aéroport_international_de_Curitiba"
"Diomício Freitas Airport","SBCM","CCM","-28.723994 -49.421418","Forquilhinha","Brazil","http://fr.dbpedia.org/resource/Aéroport_Diomício_Freitas"
"Chapecó Airport","SBCH","XAP","-27.133425 -52.66099","Chapecó","Brazil","http://fr.dbpedia.org/resource/Aéroport_de_Chapecó"
"São Paulo-Guarulhos International Airport","SBGR","GRU","-23.429465 -46.467361","São Paulo",,"http://fr.dbpedia.org/resource/Aéroport_international_de_Guarulhos"
"Ministro Victor Konder International Airport","SBNF","NVT","-26.879512 -48.647997","Navegantes","Brazil","http://fr.dbpedia.org/resource/Aéroport_international_Ministro_Victor_Konder"
"Santos Dumont Airport","SBRJ","SDU","-22.912349 -43.165948","Rio de Janeiro","Brazil","http://fr.dbpedia.org/resource/Aéroport_Santos_Dumont"
"Viracopos-Campinas International Airport","SBKP","VCP","-23.00616 -47.134352","Campinas","Brazil","http://fr.dbpedia.org/resource/Aéroport_international_de_Viracopos/Campinas"
"Tancredo Neves International Airport","SBCF","CNF","-19.632321 -43.968058","Belo Horizonte","Brazil","http://fr.dbpedia.org/resource/Aéroport_international_Tancredo_Neves"
"Deputado Luís Eduardo Magalhães International Airport","SBSV","SSA","-12.915142 -38.333402","Salvador, Bahia","Brazil","http://fr.dbpedia.org/resource/Aéroport_international_de_Salvador"
"Recife Airport","SBRF","REC","-8.125447 -34.923885","Recife","Brazil","http://fr.dbpedia.org/resource/Aéroport_international_de_Recife"
"Salgado Filho International Airport","SBPA","POA","-29.993262 -51.177492","Porto Alegre","Brazil","http://fr.dbpedia.org/resource/Aéroport_international_Salgado_Filho"
"Presidente Castro Pinto International Airport","SBJP","JPA","-7.148416 -34.9506","Bayeux, Brazil","Brazil","http://fr.dbpedia.org/resource/Aéroport_international_Presidente_Castro_Pinto"
"Marechal Cunha Machado International Airport","SBSL","SLZ","-2.587002 -44.237351","São Luís, Maranhão","Brazil","http://fr.dbpedia.org/resource/Aéroport_international_Marechal_Cunha_Machado"
"Zumbi dos Palmares International Airport","SBMO","MCZ","-9.511561 -35.793672","Maceió","Brazil","http://fr.dbpedia.org/resource/Aéroport_international_Zumbi-dos-Palmares"
"Pelotas International Airport","SBPK","PET","-31.717106 -52.329962","Pelotas","Brazil","http://fr.dbpedia.org/resource/Aéroport_international_de_Pelotas"
"Ruben Berta International Airport","SBUG","URG","-29.780842 -57.038312","Uruguaiana","Brazil","http://fr.dbpedia.org/resource/Aéroport_international_Rubem_Berta"
"Suvarnabhumi Airport","VTBS","BKK","13.682683 100.74729","Bangkok","Thailand","http://fr.dbpedia.org/resource/Aéroport_Suvarnabhumi_de_Bangkok"
"Chiang Mai International Airport","VTCC","CNX","18.771887 98.966142","Chiang Mai","Thailand","http://fr.dbpedia.org/resource/Aéroport_international_de_Chiang_Mai"
,"DRRT","THZ","14.883333333333333 5.266666666666667","Tahoua","Niger","http://fr.dbpedia.org/resource/Aéroport_de_Tahoua"
"Val-d'Or Airport","CYVO","YVO","48.050187 -77.783289","Val-d'Or",,"http://fr.dbpedia.org/resource/Aéroport_de_Val-d'Or"
,"WIHH","HLP","-6.266389 106.891111","Jakarta","Indonesia","http://fr.dbpedia.org/resource/Aéroport_Halim_Perdanakusuma"
"Enfidha – Hammamet International Airport","DTNH","NBE","36.076245 10.438728","Enfidha","Tunisia","http://fr.dbpedia.org/resource/Aéroport_international_d'Enfidha-Hammamet"
"OR Tambo International Airport","FAOR","JNB","-26.139167 28.246111","Johannesburg","South Africa","http://fr.dbpedia.org/resource/Aéroport_international_OR_Tambo"
"Vigo-Peinador Airport","LEVX","VGO","42.229167 -8.6275","Vigo","Spain","http://fr.dbpedia.org/resource/Aéroport_de_Vigo-Peinador"
"Ninoy Aquino International Airport","RPLL","MNL","14.5995124 120.9842195","Manila",,"http://fr.dbpedia.org/resource/Aéroport_international_Ninoy_Aquino"
"Lubumbashi International Airport","FZQA","FBM","-11.591333 27.530978","Lubumbashi","Democratic Republic of the Congo","http://fr.dbpedia.org/resource/Aéroport_international_de_Lubumbashi"
"Manas International Airport","UCFM","FRU","43.0613 74.477563","Bishkek","Kyrgyzstan","http://fr.dbpedia.org/resource/Aéroport_international_de_Manas"
"Monaco Heliport","LNMC","MCM","43.725954 7.419912","Monaco","Monaco","http://fr.dbpedia.org/resource/Héliport_de_Monaco"
"Alberto Carnevalli Airport","SVMD","MRD","8.583056 -71.166667",,,"http://fr.dbpedia.org/resource/Aéroport_Alberto-Carnevalli"
,"OEHL","HAS","27.438056 41.686389","Ha'il","Saudi Arabia","http://fr.dbpedia.org/resource/Aéroport_régional_d'Ha'il"
"Verona Airport","LIPX","VRN","45.39666666666667 10.887777777777778","Verona",,"http://fr.dbpedia.org/resource/Aéroport_de_Vérone"
,"SVPR","PZO","8.288611 -62.760278",,"Venezuela","http://fr.dbpedia.org/resource/Aéroport_international_Manuel_Carlos_Piar"
,"KNHK","NHK","38.286111 -76.411667",,,"http://fr.dbpedia.org/resource/Naval_Air_Station_Patuxent_River"
,"ESNX","AJR","65.590278 19.281944","Arvidsjaur Municipality","Sweden","http://fr.dbpedia.org/resource/Aéroport_d'Arvidsjaur"
,"ESNQ","KRN","67.822222 20.336667","Kiruna","Sweden","http://fr.dbpedia.org/resource/Aéroport_de_Kiruna"
,"ESPA","LLA","65.543611 22.121944","Luleå","Sweden","http://fr.dbpedia.org/resource/Aéroport_de_Luleå"
,"GAGO","GAQ","16.2492394 -0.0043145","Gao","Mali","http://fr.dbpedia.org/resource/Aéroport_international_de_Gao_Korogoussou"
,"VCCK","KCT","5.993889 80.320556",,"Sri Lanka","http://fr.dbpedia.org/resource/Aéroport_de_Koggala"
,"SVRS","LRV","11.95 -66.67",,"Venezuela","http://fr.dbpedia.org/resource/Aéroport_Los_Roques"
,"SVMC","MAR","10.558056 -71.727778",,"Venezuela","http://fr.dbpedia.org/resource/Aéroport_international_La_Chinita"
,"SVBC","BLA","10.107222 -64.689167",,"Venezuela","http://fr.dbpedia.org/resource/Aéroport_international_Général_José_Antonio_Anzoátegui"
,"SVCN","CAJ","6.231944 -62.854167",,"Venezuela","http://fr.dbpedia.org/resource/Aéroport_Canaima"
,"SVVG","VIG","8.624167 -71.672778",,"Venezuela","http://fr.dbpedia.org/resource/Aéroport_Juan_Pablo_Pérez_Alfonso"
,"ENHD","HAU","59.345 5.208333","Haugesund","Norway","http://fr.dbpedia.org/resource/Aéroport_de_Haugesund"
,"CYXK","YXK","48.477777777777774 -68.49638888888889","Rimouski","Canada","http://fr.dbpedia.org/resource/Aéroport_de_Rimouski"
,"CYSB","YSB","46.627219 -80.79689","Greater Sudbury",,"http://fr.dbpedia.org/resource/Aéroport_de_Sudbury"
,"ENML","MOL","62.4441 7.1545","Haugesund",,"http://fr.dbpedia.org/resource/Aéroport_de_Molde,_Årø"
,"RPMD","DVO","7.125278 125.64555599999994","Davao City","Philippines","http://fr.dbpedia.org/resource/Aéroport_international_Francisco_Bangoy"
,"FKKU","BFX","5.536919 10.354583","Bafoussam",,"http://fr.dbpedia.org/resource/Aéroport_de_Bafoussam"
,"ZJSY","SYX","18.302897 109.412272","Sanya","China","http://fr.dbpedia.org/resource/Aéroport_international_de_Sanya_Phénix"
,"ZPPP","KMG","25.101944 102.929167","Kunming","China","http://fr.dbpedia.org/resource/Aéroport_international_de_Kunming_Changshui"
,"ZLXY","XIY","34.446944 108.751389","Xi'an","China","http://fr.dbpedia.org/resource/Aéroport_international_de_Xi'an_Xianyang"
,"ZSHC","HGH","30.229444 120.434444","Hangzhou","China","http://fr.dbpedia.org/resource/Aéroport_international_de_Hangzhou_Xiaoshan"
,"ZGHA","CSX","28.196667 113.220833","Changsha","China","http://fr.dbpedia.org/resource/Aéroport_international_de_Changsha_Huanghua"
,"ZWWW","URC","43.907222 87.474167","Ürümqi","China","http://fr.dbpedia.org/resource/Aéroport_international_d'Ürümqi_Diwopu"
,"ZSQD","TAO","36.266111 120.374444","Qingdao","China","http://fr.dbpedia.org/resource/Aéroport_international_de_Qingdao_Liuting"
,"ZHCC","CGO","34.519722 113.840833","Zhengzhou","China","http://fr.dbpedia.org/resource/Aéroport_international_de_Zhengzhou_Xinzheng"
,"ZYTX","SHE","41.64 123.483611","Shenyang","China","http://fr.dbpedia.org/resource/Aéroport_international_de_Shenyang_Taoxian"
,"ZJHK","HAK","19.934722 110.458889","Haikou","China","http://fr.dbpedia.org/resource/Aéroport_international_de_Haikou_Meilan"
,"ZYHB","HRB","45.623403 126.250328","Harbin","China","http://fr.dbpedia.org/resource/Aéroport_international_de_Harbin_Taiping"
,"GCRR","ACE","28.945556 -13.605278","Lanzarote",,"http://fr.dbpedia.org/resource/Aéroport_de_Lanzarote"
,"FKKR","GOU","9.335833333333333 13.37","Garoua","Cameroon","http://fr.dbpedia.org/resource/Aéroport_international_de_Garoua"
,"FKKN","NGE","7.356944444444444 13.559166666666666","Ngaoundéré","Cameroon","http://fr.dbpedia.org/resource/Aéroport_de_Ngaoundéré"
,"FKKV","BPC","6.039166666666667 10.1225","Bamenda","Cameroon","http://fr.dbpedia.org/resource/Aéroport_de_Bamenda"
,"FKKO","BTA","4.548611111111111 13.726111111111111","Bertoua","Cameroon","http://fr.dbpedia.org/resource/Aéroport_de_Bertoua"
,"FKKJ","GXX","10.353111 15.243678","Yagoua","Cameroon","http://fr.dbpedia.org/resource/Aéroport_de_Yagoua"
,"FKKC","TKC","4.089166666666666 9.360277777777778","Tiko","Cameroon","http://fr.dbpedia.org/resource/Aéroport_de_Tiko"
,"FKKH","KLE","10.0925 14.445555555555556","Kaélé","Cameroon","http://fr.dbpedia.org/resource/Aéroport_de_Kaélé"
,"FKKS","DSC","5.448093 10.064099","Dschang","Cameroon","http://fr.dbpedia.org/resource/Aéroport_de_Dschang"
,"RPVP","PPS","9.702559620068726 118.78898620605469","Puerto Princesa","Philippines","http://fr.dbpedia.org/resource/Aéroport_international_de_Puerto_Princesa"
,"SKPS","PSO","1.396111 -77.291389","Pasto","Colombia","http://fr.dbpedia.org/resource/Aéroport_Antonio_Nariño"
,"LRTM","TGM","46.2804 24.2445","Târgu Mureș","Romania","http://fr.dbpedia.org/resource/Aéroport_international_de_Târgu_Mureș"
,"VIBN","VNS","25.452222 82.859444","Varanasi","India","http://fr.dbpedia.org/resource/Aéroport_de_Lal_Bahadur_Shastri"
,"FKKG","BLC","5.895277777777778 10.033888888888889",,"Cameroon","http://fr.dbpedia.org/resource/Aéroport_de_Bali"
,"ESUT","HMV","65.811111 15.083333","Hemavan",,"http://fr.dbpedia.org/resource/Aéroport_d'Hemavan_Tärnaby"
,"LMMG","GZM","36.027222 14.272778","Xewkija",,"http://fr.dbpedia.org/resource/Héliport_de_Gozo"
,"FKKL","MVR","10.45138888888889 14.257222222222222","Maroua","Cameroon","http://fr.dbpedia.org/resource/Aéroport_international_de_Maroua_Salak"
,"MMUN","CUN","21.036667 -86.876944","Cancún","Mexico","http://fr.dbpedia.org/resource/Aéroport_international_de_Cancún"
,"KPBI","PBI","26.683111 -80.0956","West Palm Beach, Florida",,"http://fr.dbpedia.org/resource/Aéroport_international_de_Palm_Beach"
,"KRSW","RSW","26.53611 -81.75528","Fort Myers, Florida",,"http://fr.dbpedia.org/resource/Aéroport_international_du_sud-ouest_de_la_Floride"
,"FKKB","KBI","2.875277777777778 9.977222222222222","Kribi","Cameroon","http://fr.dbpedia.org/resource/Aéroport_de_Kribi"
,"LOWI","INN","47.260278 11.343889","Innsbruck",,"http://fr.dbpedia.org/resource/Aéroport_d'Innsbruck"
,"EDDP","LEJ","51.42388888888889 12.0","Schkeuditz",,"http://fr.dbpedia.org/resource/Aéroport_de_Leipzig/Halle"
,"KCMH","CMH","39.998056 -82.891944","Columbus, Ohio",,"http://fr.dbpedia.org/resource/Aéroport_international_Port_Columbus"
,"LGAT","ATH","37.898333 23.729444","Athens",,"http://fr.dbpedia.org/resource/Aéroport_international_d'Hellinikon"
,"KTEB","TEB","40.85 -74.06083333333333",,"United States","http://fr.dbpedia.org/resource/Aéroport_de_Teterboro"
,"KTTN","TTN","40.276667 -74.813333",,,"http://fr.dbpedia.org/resource/Aéroport_de_Trenton-Mercer"
,"RKPK","PUS","35.179444 128.938333",,"South Korea","http://fr.dbpedia.org/resource/Aéroport_international_de_Gimhae"
,"RKTN","TAE","35.894167 128.658889","Daegu","South Korea","http://fr.dbpedia.org/resource/Aéroport_international_de_Daegu"
,"TXKF","BDA","32.364167 -64.678611",,,"http://fr.dbpedia.org/resource/Aéroport_international_L.F._Wade"
,"WALL","BPN","-1.268333 116.894444","Balikpapan","Indonesia","http://fr.dbpedia.org/resource/Aéroport_international_de_Sepinggan"
"Mae Fah Luang-Chiang Rai International Airport","VTCT","CEI","19.952777 99.88276","Chiang Rai city",,"http://fr.dbpedia.org/resource/Aéroport_international_de_Chiang_Rai"
"Kotoka International Airport","DGAA","ACC","5.605394 -0.166683","Accra","Ghana","http://fr.dbpedia.org/resource/Aéroport_international_de_Kotoka"
"Ouésso Airport","FCOU","OUE","1.616492 16.037679","Ouésso","Republic of the Congo","http://fr.dbpedia.org/resource/Aéroport_de_Ouesso"
"M'Vengue El Hadj Omar Bongo Ondimba International Airport","FOON","MVB","-1.656111 13.438056","Franceville","Gabon","http://fr.dbpedia.org/resource/Aéroport_de_Franceville"
,"CYGW","YGW","55.2835 -77.7641","Kuujjuarapik, Quebec",,"http://fr.dbpedia.org/resource/Aéroport_de_Kuujjuarapik"
,"CYGW","YGW","55.2835 -77.7641","Whapmagoostui, Quebec",,"http://fr.dbpedia.org/resource/Aéroport_de_Kuujjuarapik"
